,date,open,high,low,close,volume,average,barCount
0,2015-08-21,123.14,126.75,102.75,103.96,785216,114.254,380723
1,2015-08-28,88.75,119.35,85.5,117.63,1645392,107.028,737560
2,2015-09-04,115.43,117.0,97.34,98.79,1308881,104.6295,582120
3,2015-09-11,102.01,102.79,93.55,97.51,1064517,98.0795,439117
4,2015-09-18,96.84,107.5,93.61,102.62,1035924,100.9475,414625
5,2015-09-25,103.3,105.45,96.78,102.24,764023,100.599,337189
6,2015-10-02,101.57,106.87,96.85,106.11,802833,101.938,377957
7,2015-10-09,107.48,115.83,102.6,113.33,1092171,110.229,497286
8,2015-10-16,114.41,115.42,98.41,98.99,1082007,105.294,488841
9,2015-10-23,98.31,103.62,96.26,100.04,822319,99.435,366680
10,2015-10-30,100.05,110.1,99.38,108.38,551069,104.806,254854
11,2015-11-06,109.2,115.68,106.3,114.06,585135,111.638,271305
12,2015-11-13,113.42,115.25,103.27,103.65,670775,110.3465,319771
13,2015-11-20,102.97,124.07,101.86,123.84,1009337,117.1645,455443
14,2015-11-27,124.3,126.39,120.03,125.44,451140,123.868,192069
15,2015-12-04,126.03,132.2,122.42,130.93,865228,127.7945,379925
16,2015-12-11,131.19,133.27,118.6,118.91,799460,124.6875,350288
17,2015-12-18,119.77,126.35,114.66,118.02,681731,120.6355,301028
18,2015-12-24,119.46,119.59,114.86,117.33,298158,117.017,132387
19,2015-12-31,117.26,119.6,113.85,114.38,303045,116.7645,138976
20,2016-01-08,109.0,122.18,104.96,111.39,1109477,112.7485,545825
21,2016-01-15,112.26,117.78,101.21,104.04,939755,109.673,450224
22,2016-01-22,106.39,110.14,97.05,100.72,1272363,104.3825,614883
23,2016-01-29,99.79,102.68,90.11,91.84,999272,95.2115,475022
24,2016-02-05,91.84,97.18,81.86,82.79,1029405,89.7235,502334
25,2016-02-12,80.7,92.21,79.95,87.4,1038619,86.144,511636
26,2016-02-19,89.0,94.9,87.54,89.23,592759,90.8725,282214
27,2016-02-26,90.75,97.48,86.7,94.79,723531,92.012,321025
28,2016-03-04,94.81,102.22,93.34,101.58,800202,97.786,372149
29,2016-03-11,101.0,101.79,94.5,97.66,766827,97.1995,336915
30,2016-03-18,97.2,102.41,96.43,101.12,561279,99.4835,258583
31,2016-03-24,101.03,102.1,97.07,98.36,342298,99.56,148496
32,2016-04-01,98.34,105.79,97.82,105.7,603305,102.726,270615
33,2016-04-08,105.9,106.44,102.82,103.81,443937,104.6235,203354
34,2016-04-15,104.04,111.85,102.21,111.51,522084,108.2645,234387
35,2016-04-22,109.9,110.7,93.14,95.9,1236786,98.0875,553719
36,2016-04-29,95.7,95.75,88.21,90.03,602189,91.644,289975
37,2016-05-06,90.41,93.25,88.11,90.84,461776,90.9955,220582
38,2016-05-13,90.73,93.25,85.74,87.88,587581,89.267,268411
39,2016-05-20,87.56,93.28,86.15,92.49,575916,90.139,260375
40,2016-05-27,92.98,104.0,92.85,103.3,683282,99.2085,314006
