,date,open,high,low,close,volume,average,barCount
0,2015-08-21,47.75,48.3,43.59,43.6,438212,46.305,233526
1,2015-08-28,39.57,44.35,34.61,43.94,519629,42.884,295064
2,2015-09-04,43.97,46.55,43.3,45.4,460759,44.8945,267774
3,2015-09-11,46.22,47.19,45.9,46.92,281208,46.523,159430
4,2015-09-18,46.97,48.18,46.31,46.67,364035,47.074,202341
5,2015-09-25,46.77,47.67,45.06,46.04,308569,46.3385,171722
6,2015-10-02,45.87,45.94,43.35,44.87,375871,44.512,225256
7,2015-10-09,45.22,47.34,44.47,47.21,432218,46.0955,241430
8,2015-10-16,47.52,49.48,47.52,49.12,550350,48.5785,270977
9,2015-10-23,49.21,51.66,49.13,51.0,421294,50.392,221644
10,2015-10-30,50.89,51.48,49.53,50.84,292251,50.5955,154399
11,2015-11-06,50.9,52.0,50.32,51.2,337079,50.927,172056
12,2015-11-13,50.93,51.0,48.75,48.99,315375,50.0785,162268
13,2015-11-20,47.86,49.06,46.65,48.76,437182,48.041,221367
14,2015-11-27,49.0,49.19,46.37,47.14,236980,47.4815,113279
15,2015-12-04,47.21,49.8,46.44,49.78,431352,48.3715,212766
16,2015-12-11,50.27,51.92,49.14,49.28,468912,50.6575,245945
17,2015-12-18,49.52,52.77,48.76,49.96,431094,50.934,236898
18,2015-12-24,50.46,52.65,50.42,52.26,213958,51.531,117404
19,2015-12-31,52.41,52.72,50.35,50.69,175962,51.513,95851
20,2016-01-08,49.42,49.75,46.49,46.61,505058,48.13,290222
21,2016-01-15,46.99,47.5,43.45,44.5,564050,45.6635,335380
22,2016-01-22,45.8,47.49,42.54,46.76,530236,45.8215,321341
23,2016-01-29,47.59,47.62,42.42,44.29,476403,44.798,269341
24,2016-02-05,44.73,45.58,41.67,42.01,458179,43.675,259353
25,2016-02-12,41.31,43.78,40.03,42.99,488891,42.1,277122
26,2016-02-19,43.49,47.15,43.09,46.72,348305,45.879,192016
27,2016-02-26,47.2,49.45,47.0,47.86,448259,48.4835,237209
28,2016-03-04,47.75,49.25,47.4,48.67,360473,48.582,186405
29,2016-03-11,48.24,48.48,46.01,47.69,390670,47.0465,209476
30,2016-03-18,47.5,50.3,47.32,50.05,308610,48.7115,168368
31,2016-03-24,50.04,50.5,47.36,47.84,326422,48.9705,178629
32,2016-04-01,47.9,50.08,46.74,47.01,336072,48.2385,185529
33,2016-04-08,47.11,48.32,45.41,46.29,312372,46.8235,167840
34,2016-04-15,46.87,49.8,46.5,47.5,492414,47.819,238508
35,2016-04-22,47.65,47.65,43.16,44.62,510933,45.767,242903
36,2016-04-29,44.52,44.88,41.22,41.67,493176,43.0945,240549
37,2016-05-06,42.11,43.2,40.95,42.04,532291,42.006,278189
38,2016-05-13,42.11,43.31,40.64,41.6,473019,42.11,236168
39,2016-05-20,42.55,44.66,42.11,43.1,467734,43.4455,257148
40,2016-05-27,43.0,44.11,42.4,43.12,316603,43.305,165552
41,2016-06-03,43.25,43.71,41.25,41.57,367956,42.531,198710
42,2016-06-10,41.54,42.81,41.0,42.04,458591,41.867,246095
43,2016-06-17,41.59,41.7,37.68,38.01,537744,39.058,273124
44,2016-06-24,38.43,39.16,35.17,35.18,566919,37.5835,285833
45,2016-07-01,34.84,37.0,32.6,36.77,775485,34.7375,388062
46,2016-07-08,36.0,37.75,34.07,37.37,452698,35.8495,229250
47,2016-07-15,37.67,41.35,37.6,39.98,698903,39.808,354377
48,2016-07-22,40.17,41.22,38.27,38.96,483755,39.5765,250579
49,2016-07-29,39.17,39.9,38.25,38.75,384859,38.935,198106
50,2016-08-05,38.92,39.51,36.01,37.67,508915,37.259,247038
51,2016-08-12,37.45,38.24,36.24,36.35,374274,36.936,189669
52,2016-08-19,36.35,37.53,35.84,36.77,456004,36.9665,205327
53,2016-08-26,36.53,37.13,35.9,36.09,370851,36.534,174411
54,2016-09-02,36.27,37.6,36.02,37.17,406109,36.8175,196590
55,2016-09-09,37.23,39.39,36.65,37.75,403205,38.392,195960
56,2016-09-16,37.24,38.59,36.59,36.77,403772,37.4675,200939
57,2016-09-23,36.91,38.96,36.85,38.78,383138,38.091,183381
58,2016-09-30,38.52,40.23,37.91,39.36,386312,39.117,199354
59,2016-10-07,39.25,41.38,38.8,38.95,426703,39.9485,236564
60,2016-10-14,39.21,40.88,37.91,40.04,610260,39.5405,317076
61,2016-10-21,39.74,41.54,39.05,41.17,542101,40.37,267079
62,2016-10-28,41.39,42.41,40.05,41.34,427068,41.345,233121
63,2016-11-04,41.72,43.24,41.12,42.88,426667,42.114,244174
64,2016-11-11,43.4,46.38,43.03,46.38,554952,44.9455,302800
65,2016-11-18,46.62,49.24,46.6,48.9,435082,47.722,224794
66,2016-11-25,48.98,49.41,48.51,49.24,220027,48.916,112022
67,2016-12-02,49.08,49.35,46.85,48.31,381751,48.458,206650
68,2016-12-09,48.51,52.76,47.58,51.78,417460,50.085,221070
69,2016-12-16,51.03,51.74,49.58,50.16,401295,50.453,225958
70,2016-12-23,50.22,51.15,49.66,49.89,204270,50.3995,107834
71,2016-12-30,49.95,50.61,48.87,49.19,130892,49.626,74784
72,2017-01-06,49.37,50.93,49.17,49.68,219234,49.9935,124207
73,2017-01-13,49.46,52.0,49.42,51.23,397135,50.8605,217959
74,2017-01-20,50.99,51.22,49.62,50.5,251131,50.265,136365
75,2017-01-27,50.27,51.54,48.77,49.7,336064,50.026,171441
76,2017-02-03,48.95,48.95,46.48,47.81,425405,47.4265,213556
77,2017-02-10,48.14,49.57,47.73,49.26,256732,48.665,139532
78,2017-02-17,49.37,51.96,49.09,51.23,330235,50.6435,167187
79,2017-02-24,51.3,51.53,49.88,50.46,222768,50.67,113425
80,2017-03-03,50.33,51.87,49.72,50.13,452510,50.51,229983
81,2017-03-10,49.5,49.85,46.96,47.91,386159,47.998,207201
82,2017-03-17,47.9,48.22,45.23,46.51,500321,46.914,251704
83,2017-03-24,47.23,47.23,44.47,46.0,360637,45.8895,203505
84,2017-03-31,45.42,46.8,45.08,45.96,258818,46.1045,145192
85,2017-04-07,46.0,46.34,44.75,45.17,344194,45.4495,190893
86,2017-04-13,45.07,47.17,43.81,44.03,442768,44.966,222733
87,2017-04-21,44.13,46.17,43.97,45.53,332947,45.0245,181074
88,2017-04-28,46.5,47.55,44.86,45.44,417016,46.2365,216058
89,2017-05-05,45.59,49.03,45.4,48.7,368907,47.6125,196791
90,2017-05-12,48.76,50.18,48.4,48.99,328144,49.411,179761
91,2017-05-19,49.12,49.71,47.55,48.2,264950,48.581,149563
92,2017-05-26,48.37,50.95,48.31,50.8,243790,49.383,137775
93,2017-06-02,50.59,51.88,48.52,51.19,294209,49.987,151180
94,2017-06-09,50.99,53.57,50.57,53.01,379359,52.1735,207168
95,2017-06-16,52.95,52.95,50.91,52.0,313340,51.7635,192671
96,2017-06-23,52.1,53.2,51.66,52.92,268000,52.445,156824
97,2017-06-30,53.02,54.53,52.6,53.74,257425,53.6125,149739
98,2017-07-07,54.26,55.5,53.74,55.46,198512,54.5605,108830
99,2017-07-14,55.07,55.75,53.82,55.13,414874,54.878,228453
100,2017-07-21,55.2,55.29,52.07,52.26,319041,53.5905,178873
101,2017-07-28,52.26,52.41,49.4,50.33,357370,50.7095,189370
102,2017-08-04,50.47,50.8,49.26,50.61,276572,49.9575,151994
103,2017-08-11,51.22,51.55,48.46,49.48,287065,49.9005,165240
104,2017-08-18,49.99,50.5,47.3,47.53,276963,48.918,159656
105,2017-08-25,47.49,48.07,45.0,46.68,396518,46.451,212692
106,2017-09-01,46.83,47.85,45.85,47.52,252532,46.9615,149017
107,2017-09-08,46.8,47.8,44.59,47.45,377542,46.6545,201811
108,2017-09-15,47.95,49.21,47.85,48.25,311399,48.636,181766
109,2017-09-22,48.33,48.98,47.42,48.47,244919,48.177,142926
110,2017-09-29,48.42,49.28,47.12,48.22,313927,48.2345,173231
111,2017-10-06,48.35,52.52,47.9,52.01,365799,50.665,199476
112,2017-10-13,52.07,54.04,51.44,53.96,346491,52.9875,178796
113,2017-10-20,53.78,54.06,51.37,53.27,277861,52.8705,144447
114,2017-10-27,53.3,53.62,49.95,50.56,286682,51.8645,164626
115,2017-11-03,50.22,50.93,49.64,50.4,214870,50.23,123347
116,2017-11-10,50.4,51.17,48.83,48.89,201744,49.756,114697
117,2017-11-17,48.6,50.65,48.33,49.82,225958,49.373,125188
118,2017-11-24,49.85,50.83,49.12,50.11,121564,50.138,69493
119,2017-12-01,50.05,53.58,49.08,52.06,354189,51.775,197230
