,date,open,high,low,close,volume,average,barCount
0,2015-08-21,74.0,74.96,70.96,71.19,364278,73.355,224435
1,2015-08-28,64.16,72.67,60.0,72.46,522917,69.5315,326251
2,2015-09-04,71.91,72.09,68.5,69.16,384385,69.904,266206
3,2015-09-11,70.68,71.38,69.43,70.76,237203,70.2345,157117
4,2015-09-18,70.72,72.32,69.51,69.79,312908,70.477,198349
5,2015-09-25,70.62,71.46,69.31,70.69,304857,70.451,196608
6,2015-10-02,70.19,70.77,67.03,70.67,400058,68.804,269605
7,2015-10-09,71.06,74.09,70.92,73.98,253861,72.777,168586
8,2015-10-16,73.74,76.54,73.67,76.0,307592,75.013,186596
9,2015-10-23,75.93,77.63,74.95,77.07,396872,76.472,250081
10,2015-10-30,78.1,78.89,77.05,77.58,351441,78.015,196561
11,2015-11-06,75.19,79.71,74.53,78.75,668204,77.0405,378963
12,2015-11-13,78.4,80.25,77.29,78.11,378117,78.627,215119
13,2015-11-20,77.79,81.01,77.58,80.19,292448,79.5155,176760
14,2015-11-27,80.59,80.78,79.21,79.84,157787,79.8415,94356
15,2015-12-04,80.06,80.28,78.08,80.4,312485,79.3705,204957
16,2015-12-11,80.13,80.49,75.52,76.11,371318,78.074,248059
17,2015-12-18,76.2,80.28,75.58,76.32,421503,78.055,266356
18,2015-12-24,76.9,78.71,76.4,78.26,168730,77.4885,111293
19,2015-12-31,78.04,79.39,77.55,77.55,142367,78.565,93165
20,2016-01-08,76.06,76.51,72.75,72.88,445663,74.886,289452
21,2016-01-15,73.06,75.39,70.66,71.83,515013,73.1735,319459
22,2016-01-22,72.94,73.18,69.04,72.7,447272,71.32,295746
23,2016-01-29,72.76,74.5,68.76,74.49,514599,71.6085,331391
24,2016-02-05,74.08,74.78,70.55,71.54,456905,73.179,318825
25,2016-02-12,69.95,71.03,66.12,70.42,633643,68.563,397737
26,2016-02-19,71.41,72.25,70.3,71.53,260140,71.369,177144
27,2016-02-26,72.3,73.91,70.38,72.73,285348,72.409,192736
28,2016-03-04,72.86,74.64,72.4,73.9,281411,73.838,181003
