,date,open,high,low,close,volume,average,barCount
0,2015-08-31,531.29,539.49,451.0,512.89,385665,501.501,272247
1,2015-09-30,499.14,549.78,490.5,511.89,565233,521.345,387216
2,2015-10-30,511.0,630.72,506.0,625.9,716850,567.1175,486494
3,2015-11-30,627.13,682.77,620.41,664.8,645089,656.497,419152
4,2015-12-31,673.75,696.44,635.27,675.89,635141,669.9,417135
5,2016-01-29,656.29,657.72,547.18,587.0,920017,600.757,618927
6,2016-02-29,578.15,581.8,474.0,552.52,938579,525.9125,623458
7,2016-03-31,556.29,603.24,538.58,593.64,697551,569.1195,459155
8,2016-04-29,590.49,669.98,585.25,659.59,538984,618.9705,371453
9,2016-05-31,663.92,724.23,656.0,722.79,657048,695.5525,431740
10,2016-06-30,720.9,731.5,682.11,715.62,491727,713.873,329020
11,2016-07-29,717.01,766.0,716.54,758.81,467625,743.1325,316582
12,2016-08-31,759.32,774.98,750.35,769.16,344943,763.8165,243569
13,2016-09-30,770.9,839.95,756.0,837.31,454537,792.208,314118
14,2016-10-31,835.11,847.21,774.61,789.82,526909,819.1185,365550
15,2016-11-30,798.88,800.84,710.1,750.57,802082,759.4935,524714
16,2016-12-30,752.41,782.46,736.7,749.87,528017,763.4585,344638
17,2017-01-31,757.92,843.84,747.7,823.48,502591,804.562,335033
18,2017-02-28,829.39,860.86,803.0,845.04,485308,832.225,328473
19,2017-03-31,853.05,890.35,833.5,886.54,410196,855.325,278362
20,2017-04-28,888.0,949.59,884.49,924.99,518912,907.0915,351251
21,2017-05-31,927.8,1001.2,927.8,994.62,516288,961.61,345561
22,2017-06-30,998.59,1017.0,927.0,968.0,655284,987.432,428265
23,2017-07-31,972.49,1083.31,951.0,987.78,506374,1011.9305,337778
24,2017-08-31,996.11,1006.4,936.33,980.6,489778,971.8405,326374
25,2017-09-29,984.2,1000.0,931.75,961.35,372319,968.6625,239547
26,2017-10-31,964.0,1122.79,950.37,1105.28,541616,1020.0915,349063
27,2017-11-30,1105.4,1213.41,1086.86,1176.75,506514,1144.613,324752
28,2017-12-29,1172.05,1194.78,1124.74,1169.47,361968,1166.9035,234115
29,2018-01-31,1172.0,1472.58,1170.51,1450.89,603652,1321.6615,396483
30,2018-02-28,1445.0,1528.71,1265.92,1512.45,832610,1433.1205,549284
31,2018-03-29,1513.6,1617.54,1365.2,1447.34,780380,1521.2775,517004
32,2018-04-30,1417.62,1638.1,1352.88,1566.13,750235,1471.475,511587
33,2018-05-31,1563.22,1635.01,1546.02,1629.62,405340,1591.223,272310
34,2018-06-29,1637.03,1763.95,1635.09,1699.8,483107,1698.7105,310399
35,2018-07-31,1682.7,1880.05,1678.06,1777.44,537721,1797.327,355413
36,2018-08-31,1784.0,2025.58,1776.02,2012.71,522975,1901.828,340901
37,2018-09-28,2027.0,2050.5,1865.01,2003.0,478346,1966.8045,319876
38,2018-10-31,2021.0,2033.2,1476.36,1598.01,912214,1751.4845,594823
39,2018-11-30,1623.53,1784.0,1420.0,1690.17,700489,1621.203,446759
40,2018-12-31,1769.46,1778.34,1307.0,1501.97,806855,1550.1905,500031
41,2019-01-31,1465.2,1736.42,1460.93,1718.73,680901,1633.984,431413
42,2019-02-28,1636.76,1673.06,1566.75,1639.83,422489,1626.5235,275082
43,2019-03-29,1653.0,1823.75,1586.56,1780.75,532651,1726.2155,338638
44,2019-04-30,1801.55,1956.34,1798.73,1926.52,417402,1869.142,267203
45,2019-05-31,1933.13,1964.4,1772.7,1775.07,489545,1874.155,305206
46,2019-06-28,1760.01,1935.2,1672.0,1893.63,360359,1829.24,226378
47,2019-07-31,1922.98,2035.8,1849.43,1866.78,353719,1963.965,232698
48,2019-08-30,1871.71,1897.92,1743.51,1776.29,369859,1794.2005,237434
49,2019-09-30,1770.0,1853.66,1709.22,1735.91,280027,1793.545,182954
50,2019-10-31,1746.0,1798.86,1685.05,1776.66,326140,1749.909,213778
51,2019-11-29,1789.02,1824.7,1722.71,1800.8,245320,1773.8015,167380
52,2019-12-31,1804.0,1901.4,1735.0,1847.84,316120,1796.1135,205782
53,2020-01-31,1875.0,2055.72,1815.34,2008.72,394900,1908.894,266065
54,2020-02-28,2010.6,2185.95,1811.12,1883.75,437192,2043.336,296746
55,2020-03-31,1906.62,1996.33,1626.03,1949.72,773919,1854.032,533909
56,2020-04-30,1929.61,2471.5,1889.14,2474.0,566176,2246.276,393189
57,2020-05-29,2336.46,2525.45,2256.37,2442.37,361558,2388.0895,253490
58,2020-06-30,2446.06,2796.0,2437.12,2758.82,376512,2622.9635,257699
59,2020-07-31,2757.85,3344.29,2753.99,3164.68,538600,3053.9685,365837
60,2020-08-14,3180.51,3247.47,3073.0,3148.02,136685,3158.5855,95002
