,date,open,high,low,close,volume,average,barCount
0,2015-08-31,28.0,28.35,24.78,25.71,546302,26.3565,313333
1,2015-09-30,25.13,26.15,24.74,25.71,853641,25.422,471362
2,2015-10-30,25.71,31.83,25.48,31.39,1279045,29.558,661935
3,2015-11-30,31.43,32.39,28.5,30.13,905204,30.046,497951
4,2015-12-31,30.3,30.55,27.01,27.6,1127350,28.876,556505
5,2016-01-29,27.19,27.73,21.95,23.6,1325498,25.096,686610
6,2016-02-29,23.31,25.13,21.49,24.7,1228612,23.497,626524
7,2016-03-31,24.75,26.49,24.5,25.51,1071705,25.5595,479568
8,2016-04-29,25.4,25.69,22.4,23.4,1188980,23.755,557669
9,2016-05-31,23.33,23.48,22.18,23.41,672026,22.775,377165
10,2016-06-30,23.37,24.05,21.17,22.49,540830,22.911,299859
11,2016-07-29,22.48,24.45,21.18,22.69,557024,22.963,287437
12,2016-08-31,22.69,24.17,22.12,23.08,626474,23.161,337532
13,2016-09-30,23.14,24.22,22.4,24.06,662710,23.357,360774
14,2016-10-31,23.93,26.84,22.41,26.34,990547,24.6175,487778
15,2016-11-30,25.8,27.65,24.74,27.54,889303,25.93,490076
16,2016-12-30,27.6,29.21,26.51,28.26,566208,27.993,339668
17,2017-01-31,28.48,29.1,24.9,26.78,717105,27.399,368478
18,2017-02-28,26.74,28.77,26.57,28.0,547134,27.642,267044
19,2017-03-31,28.2,28.82,27.44,27.83,703048,27.9975,332182
20,2017-04-28,27.86,30.31,27.42,30.07,1089094,28.525,457201
21,2017-05-31,30.14,30.96,29.14,29.33,955297,30.2295,473963
22,2017-06-30,29.65,30.44,27.62,27.88,1213995,28.697,542886
23,2017-07-31,28.05,30.29,27.54,27.95,854809,28.7135,423724
24,2017-08-31,28.02,28.47,26.91,27.73,587688,27.8155,334477
25,2017-09-29,27.85,28.23,26.5,27.83,504079,27.4985,270737
26,2017-10-31,27.94,28.81,23.87,24.83,1291110,26.068,583121
27,2017-11-30,25.0,29.95,24.33,27.76,1437187,26.6495,758208
28,2017-12-29,27.77,29.57,27.57,28.5,701208,28.4625,392470
29,2018-01-31,28.73,29.2,25.05,26.15,722612,27.8045,377379
30,2018-02-28,25.96,27.3,24.56,25.66,763220,26.021,426886
31,2018-03-29,25.65,26.65,23.84,24.33,672121,25.406,411854
32,2018-04-30,24.31,25.49,23.61,24.59,707087,24.4425,393074
33,2018-05-31,24.38,27.47,24.26,26.64,1155876,26.3325,569921
34,2018-06-29,26.84,28.34,26.11,27.42,898413,27.302,479203
35,2018-07-31,27.22,28.69,25.0,26.34,798297,27.3665,410592
36,2018-08-31,26.33,29.01,25.52,28.43,535751,27.561,268778
37,2018-09-28,28.34,30.19,27.35,29.97,590936,28.584,294129
38,2018-10-31,30.04,30.23,26.76,29.27,828857,28.4465,476808
39,2018-11-30,29.4,30.8,27.1,28.71,680933,28.987,397639
40,2018-12-31,29.2,29.32,25.3,26.91,563550,27.461,387011
41,2019-01-31,26.57,28.62,24.82,25.94,587747,27.137,339696
42,2019-02-28,26.09,27.81,25.64,27.08,499435,26.6865,267894
43,2019-03-29,27.28,27.31,25.18,26.47,560994,26.416,311504
44,2019-04-30,26.82,28.77,26.68,27.77,530579,27.6745,294582
45,2019-05-31,27.86,28.17,24.51,24.61,565680,26.0475,332626
46,2019-06-28,24.63,27.37,24.55,26.63,458832,26.5535,266380
47,2019-07-31,27.03,27.57,26.08,27.02,502179,26.827,286430
48,2019-08-30,27.02,27.1,22.42,23.16,480089,24.426,288968
49,2019-09-30,22.74,25.0,22.51,24.75,400630,24.155,239534
50,2019-10-31,24.75,26.14,22.95,24.82,530209,24.2865,312493
51,2019-11-29,24.53,26.44,24.4,25.06,620569,25.5765,350815
52,2019-12-31,25.07,25.12,23.66,24.63,472283,24.2665,274333
53,2020-01-31,24.81,25.0,22.38,22.94,550046,23.928,284868
54,2020-02-28,22.89,24.97,20.7,21.22,646165,23.415,320552
55,2020-03-31,21.24,22.67,15.2,19.14,756440,19.619,482044
56,2020-04-30,18.61,25.23,18.44,21.6,633986,22.2,411726
57,2020-05-29,21.4,24.31,21.27,24.26,566101,23.052,358932
58,2020-06-30,24.2,25.58,21.8,22.86,503515,23.757,332636
59,2020-07-31,22.79,25.94,22.1,25.38,482377,23.8105,281778
60,2020-08-14,25.35,26.49,24.62,24.82,215996,25.449,124457
