,date,open,high,low,close,volume,average,barCount
0,2015-08-17,147.43,149.31,146.36,149.24,13353,148.454,8742
1,2015-08-18,148.63,148.92,147.88,148.31,13719,148.304,9564
2,2015-08-19,146.2,147.55,145.28,145.87,18937,146.0035,13792
3,2015-08-20,144.51,144.87,143.34,143.35,26138,144.054,18977
4,2015-08-21,143.52,145.32,141.92,142.09,42548,143.3385,29051
5,2015-08-24,137.12,142.09,134.0,138.58,56863,138.8935,42326
6,2015-08-25,141.86,142.06,137.55,137.64,41734,139.797,28209
7,2015-08-26,140.0,142.79,138.53,142.72,34350,140.5025,24858
8,2015-08-27,143.75,144.95,141.33,143.9,32589,143.336,23635
9,2015-08-28,143.02,144.32,142.8,144.21,20137,143.5235,14906
10,2015-08-31,143.0,143.83,142.02,142.14,16769,142.717,12173
11,2015-09-01,139.48,140.49,137.94,138.5,29085,139.3135,21406
12,2015-09-02,140.54,141.24,139.24,141.24,25480,140.115,18226
13,2015-09-03,141.94,142.9,141.31,141.74,20911,142.2515,14891
14,2015-09-04,139.94,140.67,139.16,139.84,25212,139.7545,17950
15,2015-09-08,142.05,143.55,141.52,143.43,17911,142.804,13783
16,2015-09-09,144.86,145.35,140.57,140.86,19608,142.6635,14519
17,2015-09-10,141.0,141.91,140.15,140.78,15896,140.93,12549
18,2015-09-11,140.61,141.33,139.77,141.26,19396,140.701,14419
19,2015-09-14,141.52,141.58,140.03,140.81,16071,140.736,12519
20,2015-09-15,141.56,143.84,141.04,143.6,21578,143.0435,17008
21,2015-09-16,143.51,144.46,143.21,144.2,16445,143.9325,12841
22,2015-09-17,143.81,145.55,142.52,142.95,22664,143.791,16853
23,2015-09-18,141.17,141.3,139.21,139.62,43007,140.4525,20492
24,2015-09-21,140.5,141.08,139.35,140.04,18085,140.049,14342
25,2015-09-22,138.27,138.51,137.25,138.02,22905,137.8295,17200
26,2015-09-23,138.53,138.9,136.86,137.66,21436,137.7365,16350
27,2015-09-24,136.63,138.03,135.39,137.58,21061,136.762,16757
28,2015-09-25,139.62,140.12,138.57,139.56,29932,139.3295,23394
29,2015-09-28,138.3,139.7,138.3,138.38,28284,139.073,23575
30,2015-09-29,138.62,142.16,138.43,141.55,41629,140.7895,32966
31,2015-09-30,142.52,143.23,140.5,141.77,24223,141.7165,18170
